555 Market St.|37.78989|-122.39993
Epic Roasthouse (399 Embarcadero)|37.7976769|-122.3943387
Mason & California Streets (Nob Hill)|37.7918653|-122.4108305
200 block Market Street|37.7931329|-122.3965602
City Hall|37.7793176|-122.4191405
Polk & Larkin Streets|37.778901|-122.416545
Randall Musuem|37.7643243|-122.4384077
Rainforest Café (145 Jefferson Street)|37.8082369|-122.4157395
Golden Gate Park|37.7694208|-122.4862138
20th and Folsom Streets|37.758895|-122.4147242
San Francisco Chronicle (901 Mission Street at 15th Street)|37.7666711|-122.4198529
Fairmont Hotel (950 Mason Street, Nob Hill)|37.79233920000001|-122.4105175
Embarcadero Freeway|37.7492186|-122.3926967
Broadway (North Beach)|37.7989729|-122.400579
75 California Street|37.7935508|-122.3973318
San Francisco International Airport|37.615223|-122.389979
Hills Brothers Plaza (Embarcadero at Harrison Street)|37.773256|-122.4091853
Grace Cathedral Episcopal Church (1100 California Street)|37.7920733|-122.4134177
Van Ness Avenue|37.7917377|-122.4226788
Taylor and Jefferson Streets (Fisherman's Wharf)|37.8082428|-122.4158057
Potrero Hill|37.7604929|-122.400869
Port of San Francisco |37.796847|-122.395023
Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)|37.7793668|-122.3934134
Golden Gate Bridge|37.8197772|-122.4785401
Chinatown|37.7941378|-122.4077914
Burger Island (901 3rd Street, China Basin)|37.7775523|-122.3910986
Coit Tower|37.80266|-122.40579
San Francisco Bay|37.6909682|-122.3107517
Cliff House (1090 Point Lobos Avenue)|37.7749295|-122.4194155
Curran Theater (445 Geary Street)|37.7867729|-122.410581
Mel's Drive-In (Corner of Van Ness & Mission Street, Mission District)|37.7591301|-122.4191338
3355 Geary Blvd.|37.781171|-122.45488
Ocean Beach|37.7593749|-122.5108057
Hyde Street Cable Car|37.7749295|-122.4194155
Yuerba Buena Center for the Arts|37.7749295|-122.4194155
Transbay Terminal (Mission Street at 1st Street)|37.7885557|-122.3960306
Tosca Café (242 Columbus Avenue)|37.7975216|-122.4059929
Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)|37.769979|-122.466288
Raw Hide II (280 Seventh Street)|37.776817|-122.408527
Pier 7 (The Embarcadero)|37.8001077|-122.3943664
Kearney Street (Telegraph Hill)|37.801275|-122.4061272
Hall of Justice (850 Bryant Street)|37.7753861|-122.4038277
Gibb Street (Chinatown)|37.7960693|-122.4042851
2930 Vallejo Street|37.794164|-122.445704
2104 Broadway|37.7946562|-122.4320005
1158-70 Montgomery Street|37.799987|-122.403972
Washington Square Park (Filbert, between Stockton and Powell)|37.7749295|-122.4194155
Montgomery & Market Streets|37.7888206|-122.402
1155 Filbert Street at Hyde|37.79996|-122.418448
Treasure Island|37.8235515|-122.370648
Postcard Row, Alamo Square, Hayes Valley|37.7759073|-122.4245247
Tosca Café (242 Columbus Avenue, North Beach)|37.7975216|-122.4059929
Pier 43 1/2|37.7974553|-122.3937942
Alcatraz Island|37.8269775|-122.4229555
St. Peter & Paul's Church (666 Filbert Street, Washington Square)|37.800781|-122.410084
Lombard Street|37.8009394|-122.4270278
Fisherman's Wharf|37.8073457|-122.4156697
Ferry Building|37.7955|-122.3937
Aquatic Park (Jefferson Street)|37.8074647|-122.4208864
628 Cole Street|37.7691771|-122.4505088
1122 Folsom Street|37.7763677|-122.4085943
Ina Coolbrith Park (1700 Taylor Street)|37.7749295|-122.4194155
0-100 block Halleck Street|37.7937114|-122.4000972
Taylor & Vallejo Streets (Russian Hill)|37.7980344|-122.4137557
SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)|37.7567052|-122.4043925
McClaren Park (Vistacon Valley)|37.7196766|-122.4206972
Mark Hopkins Hotel (999 California Street)|37.7749295|-122.4194155
Marina Green (Marina District)|37.8066235|-122.4391137
Mansell & University Streets (Vistacon Valley)|37.719074|-122.41099
Larkin & Francisco Streets (Russian Hill)|37.80356080000001|-122.4218062
Larkin & Chestnut Streets (Russian Hill)|37.8027332|-122.4214466
Kennedy Hotel (226 Embarcadero at Howard Street)|37.7815157|-122.4049555
John Muir Drive (Lake Merced)|37.71611230000001|-122.4951763
Intersection of York & Peralta (Bernal Heights)|37.7474896|-122.4068482
Filbert & Taylor Streets (Russian Hill)|37.8007748|-122.4143291
Enrico's Café (504 Broadway)|37.7981289|-122.4056101
Columbus & Lombard Streets (North Beach)|37.8027632|-122.4137383
Cesar Chavez & Mission Street (Mission)|37.7482194|-122.4182013
Candlestick Park Exit, Highway 101|37.8025701|-122.4498481
Café Cantata (2040 Union Street)|37.7976336|-122.4329088
Brocklebank Apartments (1000 Mason Street)|37.793087|-122.41047
Bayshore Blvd near Cesar Chavez (Bayview)|37.730416|-122.384424
Bay Bridge|37.8039322|-122.4268732
2700 Vallejo Street (Pacific Heights)|37.794632|-122.442027
20th & Vermont Streets (Potrero Hill)|37.7595713|-122.4040164
1153-57 Taylor Street|37.7829166|-122.4108331
Green Valley Restaurant (510 Green Street Near Grant)|37.7749295|-122.4194155
California Academy of Sciences (Golden Gate Park)|37.769979|-122.466288
1627 Haight Street|37.7697079|-122.4492172
1400 18th Street|37.762684|-122.396849
The Lexington Club (3464 19th Street at Lexington)|37.7749295|-122.4194155
Royan Hotel (405 Valencia Street, Mission District)|37.7664866|-122.4220342
Department of Public Health (101 Grove Street at Polk, Civic Center)|37.7815533|-122.4156427
101 Henry Adams Place|37.7678455|-122.4036728
Mission Delores Park (Mission District) via J-Church MUNI Train|37.7749295|-122.4194155
Li Po (916 Grant Avenue at Washington, Chinatown)|37.7941378|-122.4077914
Golden Dragon Restaurant (816 Washington Street at Grant)|37.7749295|-122.4194155
387 Fair Oaks at 25th Street|37.750608|-122.423581
22nd and Carolina Streets (Potrero Hill)|37.7572327|-122.3999821
San Francisco Public Library Main Branch (100 Larkin Street)|37.779159|-122.415808
Mission Delores (3321 16th Street, Mision District)|37.7643821|-122.4268206
Bix Restaurant (56 Gold Street)|37.7968967|-122.4028902
The Castro|37.7609082|-122.4350043
Twin Peaks|37.7544066|-122.4476845
Sound Factory (1st and Harrison Streets)|37.773256|-122.4091853
Java House (Pier 40, Embarcadero)|37.781456|-122.3878106
Alta Plaza Park|37.7911358|-122.4378768
82 & 67 Rico Way (Marina District)|37.804986|-122.439794
La Rondalla (Valencia and 20th Streets)|37.7560609|-122.47768
24th Street between Mission Street and Potrero Avenue|37.758977|-122.4069099
Westin St. Francis Hotel (335 Powell Street)|37.78782959999999|-122.4085982
Union Square|37.7879938|-122.4074374
The Embarcadero/ Ferry Building|37.7955|-122.3937
Southern Pacific Memorial Hospital (1400 Fell Street)|37.7734008|-122.4418679
Powell & California Streets|37.7920705|-122.4091701
Market Street (from 6th- 4th Streets)|37.7777318|-122.3957901
Market & Steuart Streets (Financial District)|37.7944889|-122.3948012
Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle)|37.7749295|-122.4194155
